 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1555200,306.925,0,1022,477330536,477330536
2,1555200,306.486,0,1022,476647007,476647007
3,1555200,306.731,0,1022,477028786,477028786
4,1555200,306.665,0,1022,476926007,476926007
5,1555200,308.002,0,1022,479004446,479004446
6,1555200,306.978,0,1022,477412549,477412549
7,1555200,307.550,0,1022,478302272,478302272
8,1555200,307.338,0,1022,477971854,477971854
9,1555200,307.002,0,1022,477450051,477450051
10,1555200,306.696,0,1022,476973905,476973905
