 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1555200,92.315,0,322,143567729,143567729
2,1555200,92.211,0,330,143407027,143407027
3,1555200,92.185,0,318,143365393,143365393
4,1555200,92.188,0,330,143370533,143370533
5,1555200,91.986,0,316,143056194,143056194
6,1555200,92.235,0,316,143443155,143443155
7,1555200,92.170,0,324,143343018,143343018
8,1555200,92.094,0,311,143225053,143225053
9,1555200,92.301,0,330,143546784,143546784
10,1555200,92.350,0,328,143622180,143622180
