 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1555200,31.587,4,125,49124565,49124565
2,1555200,31.446,4,122,48904896,48904896
3,1555200,31.544,4,127,49056992,49056992
4,1555200,31.541,4,126,49052377,49052377
5,1555200,31.499,4,127,48987454,48987454
6,1555200,31.536,5,123,49044045,49044045
7,1555200,31.455,4,123,48918474,48918474
8,1555200,31.500,5,128,48988057,48988057
9,1555200,31.456,4,124,48920541,48920541
10,1555200,31.460,4,125,48926215,48926215
